,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
20933,3.7995,3,3.25,1860,1787,3.0,0.0,0.0,3,8,1860,0,2007,0.0,98155,47.7563,-122.316,1830,1787
18226,7.12,4,2.5,3140,32336,1.5,0.0,0.0,3,10,3140,0,1995,0.0,98072,47.7412,-122.087,2340,19965
3432,2.79,3,1.5,1280,16738,1.5,0.0,0.0,4,5,1280,0,1932,0.0,98038,47.3895,-122.023,1590,16317
10221,1.6995,3,1.0,1180,9832,1.0,0.0,0.0,3,7,1180,0,1970,0.0,98042,47.3845,-122.085,1220,9894
20314,3.99895,4,2.5,2701,4500,2.0,0.0,0.0,3,9,2701,0,2014,0.0,98092,47.2586,-122.194,2570,4800
8720,5.871,3,2.25,1670,6414,1.0,0.0,0.0,4,8,1670,0,1961,0.0,98117,47.6921,-122.386,2130,7035
9413,12.5,5,3.25,3950,44431,1.0,0.0,0.0,3,10,2100,1850,1969,0.0,98005,47.6451,-122.173,3860,45870
496,7.25,4,2.0,2110,4140,2.0,0.0,0.0,3,9,1710,400,1925,2003.0,98116,47.5836,-122.387,1440,4420
7570,3.63,4,2.5,2180,9281,2.0,0.0,0.0,3,8,2180,0,2004,0.0,98042,47.3673,-122.072,2520,9520
6024,8.22,4,2.5,2683,40386,2.0,0.0,0.0,4,9,2683,0,1987,0.0,98052,47.6982,-122.138,2683,34800
10945,5.25,3,2.5,2340,35021,1.0,0.0,0.0,3,9,2340,0,1986,0.0,98038,47.3988,-122.028,2630,35190
4896,3.5,2,1.0,910,4500,1.5,0.0,0.0,4,7,910,0,1906,0.0,98118,47.5633,-122.289,1270,3500
4735,2.87,3,2.5,1710,10341,2.0,0.0,2.0,3,7,1710,0,1986,0.0,98030,47.3494,-122.171,1830,9358
17426,3.37,4,2.5,2230,5970,2.0,0.0,0.0,4,7,2230,0,2002,0.0,98042,47.3745,-122.131,1970,4919
14243,3.75,3,2.5,1520,5649,2.0,0.0,0.0,4,7,1520,0,1989,0.0,98034,47.7221,-122.162,1540,5000
14892,2.6395,3,1.75,1700,11613,1.0,0.0,0.0,5,7,1180,520,1977,0.0,98092,47.2874,-122.187,1500,12377
21351,5.53,3,2.75,3160,9072,2.0,0.0,0.0,3,9,3160,0,2005,0.0,98056,47.5147,-122.177,3160,9072
16356,4.68,3,2.25,1630,2490,2.0,0.0,0.0,3,7,1630,0,2004,0.0,98053,47.6807,-122.031,1630,2680
10778,3.16,5,2.5,2600,4641,2.0,0.0,0.0,3,7,2600,0,2005,0.0,98058,47.4325,-122.146,2330,4589
21202,4.65,3,1.75,1590,1322,2.0,0.0,0.0,3,8,1060,530,2014,0.0,98144,47.5753,-122.294,1530,5400
11797,4.915,3,2.25,1470,4322,2.0,0.0,0.0,3,7,1470,0,1985,0.0,98029,47.5672,-122.018,1610,4322
20708,4.2,3,3.5,1900,2133,2.0,0.0,0.0,3,8,1520,380,2009,0.0,98126,47.5675,-122.369,1530,3264
21120,5.15,3,2.5,2000,3837,2.0,0.0,0.0,3,8,2000,0,2011,0.0,98072,47.7713,-122.167,2210,4075
8869,2.8,4,2.0,2190,14439,1.0,0.0,0.0,4,7,1180,1010,1977,0.0,98001,47.2702,-122.29,2160,14439
9021,4.15,4,2.0,1610,9600,1.0,0.0,0.0,5,7,1610,0,1967,0.0,98056,47.5327,-122.186,1450,9600
20679,5.0,4,2.5,3630,7482,2.0,0.0,0.0,3,10,3630,0,2008,0.0,98188,47.4565,-122.287,1600,15716
15932,2.76,4,2.5,2068,7242,2.0,0.0,0.0,4,7,2068,0,1976,0.0,98001,47.3318,-122.281,1560,7524
7704,8.15,3,2.5,2415,2186,2.0,0.0,1.0,3,9,2415,0,1981,0.0,98033,47.6506,-122.202,2660,2165
6020,5.0,3,1.75,1570,8530,1.0,0.0,0.0,4,7,1190,380,1983,0.0,98033,47.6881,-122.184,1530,8708
10105,9.4,4,2.75,3770,24897,2.0,0.0,2.0,4,8,2550,1220,1964,0.0,98075,47.5824,-122.078,2640,11502
1834,2.6,3,1.75,1340,8000,1.0,0.0,0.0,3,7,1340,0,1980,0.0,98038,47.3651,-122.044,1690,8000
7847,10.0,4,3.25,3320,8587,3.0,0.0,0.0,3,11,2950,370,2008,0.0,98103,47.691,-122.337,1860,5668
18784,3.61,5,2.75,2380,7500,1.0,0.0,0.0,3,7,1300,1080,1984,0.0,98178,47.5009,-122.235,2400,6000
7348,3.15,5,3.0,2110,10766,2.0,0.0,0.0,3,7,2110,0,2005,0.0,98030,47.3599,-122.176,1460,10400
16083,4.5,3,2.5,2450,19744,2.0,0.0,0.0,3,10,2450,0,1990,0.0,98038,47.3746,-122.026,2650,19597
12104,2.673,3,1.75,1890,93218,1.0,0.0,0.0,4,7,1890,0,1964,0.0,98092,47.2568,-122.07,1690,172062
11433,5.7,4,2.75,3140,10918,1.0,0.0,0.0,3,8,1900,1240,1968,1986.0,98034,47.7086,-122.243,3170,10918
19069,3.5275,4,2.75,2270,24237,1.0,0.0,0.0,4,7,1360,910,1977,0.0,98058,47.4672,-122.175,2050,8016
1883,3.4,3,1.0,1710,10190,1.0,0.0,0.0,3,6,1310,400,1949,0.0,98168,47.506,-122.331,1200,6251
19906,4.55,2,2.0,1350,1209,3.0,0.0,0.0,3,8,1350,0,2013,0.0,98199,47.649,-122.383,1310,982
2432,4.45,4,2.5,2280,42077,2.0,0.0,0.0,3,8,2280,0,1994,0.0,98042,47.3424,-122.077,2280,36236
8904,3.7,3,1.0,1060,7419,1.0,0.0,2.0,4,6,1060,0,1906,0.0,98177,47.7712,-122.392,2190,5953
13615,1.055,2,1.0,930,7740,1.0,0.0,0.0,1,5,930,0,1932,0.0,98148,47.4611,-122.324,1620,8584
21212,4.125,3,2.0,1680,5246,1.0,0.0,0.0,3,7,1680,0,2007,0.0,98065,47.5206,-121.868,2430,6883
11441,3.54,5,1.75,1830,7986,1.0,0.0,0.0,4,7,1060,770,1962,0.0,98106,47.5208,-122.35,1410,7260
3008,2.1,3,1.0,1230,12201,1.0,0.0,0.0,3,7,1230,0,1969,0.0,98042,47.3285,-122.134,1230,10780
11411,2.73,3,2.25,1830,7651,2.0,0.0,0.0,3,8,1830,0,1986,0.0,98092,47.2642,-122.219,2160,8442
19220,7.0,3,2.5,2190,7982,2.0,0.0,0.0,3,8,2190,0,2004,0.0,98033,47.6869,-122.187,2090,8888
8725,6.91,4,2.75,2550,8632,1.0,0.0,0.0,3,8,1700,850,1972,0.0,98033,47.6477,-122.197,2550,9534
14143,3.2995,2,1.0,1140,5250,1.5,0.0,0.0,4,6,1140,0,1949,0.0,98133,47.731,-122.341,1450,5250
18352,9.75,5,3.5,5470,35071,2.0,0.0,0.0,3,11,4590,880,1976,0.0,98005,47.6368,-122.159,3600,35074
9986,5.33,4,1.0,1550,4750,1.5,0.0,0.0,3,7,1550,0,1919,0.0,98117,47.6824,-122.389,1320,4750
1709,1.875,3,1.5,1180,7000,1.0,0.0,0.0,4,7,1180,0,1977,0.0,98023,47.2966,-122.374,1180,7370
20013,5.55,2,1.5,1190,1361,2.0,0.0,0.0,3,8,1190,0,2007,0.0,98122,47.6161,-122.302,1280,3360
6994,5.6,4,1.5,1790,3420,1.0,0.0,0.0,4,7,1020,770,1923,0.0,98103,47.6489,-122.337,1680,3420
20872,3.56,2,2.25,1230,989,3.0,0.0,0.0,3,8,1230,0,2007,0.0,98103,47.6975,-122.348,1230,1223
15715,8.5,4,2.5,3180,11652,2.0,0.0,1.0,3,9,3180,0,1977,0.0,98040,47.567,-122.212,3110,15183
2739,5.95,4,1.75,1880,4080,1.0,0.0,0.0,3,7,940,940,1924,0.0,98115,47.6754,-122.327,1410,4080
4545,1.975,3,1.0,1330,5412,2.0,0.0,0.0,5,7,1330,0,1905,0.0,98022,47.2053,-121.993,1710,10825
9076,6.5,3,1.75,2800,19386,1.0,1.0,4.0,3,8,1400,1400,1965,0.0,98198,47.3554,-122.324,3270,31450
4763,6.0,5,2.25,2760,6350,1.0,0.0,0.0,3,7,1380,0,1958,0.0,98126,47.5561,-122.379,2060,6342
17571,7.7,4,3.0,2320,7200,1.0,0.0,0.0,3,7,1260,1060,1943,2000.0,98040,47.5893,-122.232,1760,7200
11159,3.19,3,2.25,1220,2980,2.0,0.0,0.0,3,7,1220,0,1986,0.0,98034,47.7151,-122.203,1220,2140
9762,6.899,4,3.25,2740,7266,2.0,0.0,0.0,3,9,2060,680,2003,0.0,98027,47.5346,-122.066,3030,6546
4528,4.18,4,3.0,2360,6250,1.0,0.0,2.0,3,7,1460,900,1960,0.0,98118,47.512,-122.249,2500,6250
10664,2.78,3,1.0,1230,9440,1.0,0.0,0.0,3,7,1230,0,1978,0.0,98045,47.4657,-121.747,1230,10296
12329,6.25,3,1.75,2100,3264,1.5,0.0,0.0,5,7,1350,750,1912,0.0,98107,47.6702,-122.364,1720,3750
9547,15.4,5,3.25,2920,6960,2.0,0.0,1.0,3,9,2120,800,1953,2008.0,98105,47.6712,-122.272,2470,6735
419,15.5,5,4.25,6070,171626,2.0,0.0,0.0,3,12,6070,0,1999,0.0,98024,47.5954,-121.95,4680,211267
8840,3.8,3,3.25,2090,51212,1.0,0.0,0.0,3,8,1510,580,1989,0.0,98092,47.3097,-122.099,2690,40820
3062,4.9,4,2.25,2090,10869,2.0,0.0,0.0,3,8,2090,0,1970,0.0,98033,47.6715,-122.164,1800,17788
12170,5.11555,3,2.0,1400,7293,1.0,0.0,0.0,4,7,1400,0,1963,0.0,98008,47.58600000000001,-122.12,1600,7960
5574,4.85,3,1.75,1950,10080,1.0,0.0,0.0,4,7,1950,0,1967,0.0,98034,47.7282,-122.186,2340,8800
1033,7.68,3,2.5,3220,54160,2.0,0.0,2.0,4,9,2690,530,1981,0.0,98006,47.5468,-122.109,3460,44374
12937,2.5,3,1.75,1628,286355,1.0,0.0,0.0,3,7,1628,0,1996,0.0,98092,47.2558,-122.122,1490,216344
11959,3.95,4,3.0,2500,6278,2.0,0.0,0.0,3,9,2500,0,2002,0.0,98092,47.3325,-122.168,2700,7200
19481,3.8,2,1.0,1120,7560,1.0,0.0,1.0,3,6,1120,0,1947,0.0,98177,47.77,-122.39,1120,7200
16053,2.475,3,0.75,1300,72309,1.0,0.0,0.0,3,6,680,620,1950,1987.0,98006,47.567,-122.124,3080,8395
13268,3.655,2,1.0,1140,15624,1.0,0.0,0.0,4,6,1140,0,1909,0.0,98177,47.7673,-122.367,2110,15493
6097,4.6495,4,2.25,2350,36116,1.0,0.0,0.0,4,9,2350,0,1983,0.0,98042,47.3533,-122.082,2580,36116
3814,5.4,4,2.25,1330,8400,1.5,0.0,0.0,3,8,1330,0,1962,0.0,98005,47.6078,-122.169,2270,10146
10760,7.25,4,2.5,2750,13950,1.0,0.0,3.0,4,8,1380,1370,1948,0.0,98146,47.4938,-122.364,2460,13950
9977,7.165,4,2.5,3290,6465,2.0,0.0,0.0,3,9,3290,0,2002,0.0,98075,47.5981,-121.976,3100,5929
8422,3.07999,4,2.75,2420,8438,2.0,0.0,0.0,3,8,2420,0,1996,0.0,98022,47.2091,-122.009,2420,8580
10419,5.7,3,2.25,2180,9246,2.0,0.0,0.0,3,9,2180,0,1984,0.0,98074,47.6215,-122.031,2300,9298
13513,4.325,3,2.5,1340,8867,2.0,0.0,0.0,3,8,1340,0,1984,0.0,98125,47.724,-122.327,1630,7287
12323,2.95,4,2.0,1810,42981,1.0,0.0,0.0,4,7,1810,0,1973,0.0,98024,47.5597,-121.85,1980,113691
8883,6.98,4,2.25,2200,11250,1.5,0.0,0.0,5,7,1300,900,1920,0.0,98033,47.6845,-122.201,2320,10814
5976,5.6,4,2.25,1950,9800,1.0,0.0,0.0,3,8,1330,620,1968,0.0,98033,47.666,-122.178,2170,9800
737,6.05,3,1.75,1920,7400,1.0,0.0,0.0,4,8,1260,660,1977,0.0,98006,47.5633,-122.131,2360,8048
7586,4.6,5,2.0,1910,12264,1.0,0.0,0.0,4,7,1010,900,1963,0.0,98007,47.601000000000006,-122.134,1700,9179
1465,4.4,3,1.0,1050,7500,1.0,0.0,0.0,3,6,1050,0,1900,0.0,98136,47.5473,-122.396,1380,7500
8924,2.84,4,2.5,1830,6360,2.0,0.0,0.0,3,8,1830,0,1994,0.0,98031,47.4184,-122.18,1830,6596
18480,8.08,4,2.25,2500,8866,2.0,0.0,0.0,4,9,2500,0,1987,0.0,98007,47.6604,-122.146,2630,8847
16773,2.4,3,1.5,1450,9477,1.0,0.0,0.0,4,7,1450,0,1963,0.0,98031,47.4215,-122.203,1460,9477
4470,10.5,3,4.0,4380,42769,2.0,0.0,0.0,5,11,4380,0,1983,0.0,98052,47.7167,-122.109,3630,35425
21014,8.1,4,2.5,3340,8384,2.0,0.0,0.0,3,9,3340,0,2014,0.0,98052,47.6761,-122.152,1560,9429
1983,5.0,4,2.5,2840,18001,2.0,0.0,0.0,3,9,2840,0,1994,0.0,98019,47.7359,-121.962,2500,18001
11266,21.0,4,1.75,3550,19865,2.0,0.0,0.0,3,9,3550,0,1962,2002.0,98039,47.6236,-122.235,3000,19862
8981,5.55,3,1.75,1270,9170,1.0,0.0,0.0,3,7,1270,0,1969,0.0,98052,47.6706,-122.151,1700,8500
1114,2.62,4,2.5,1560,7800,2.0,0.0,0.0,3,7,1560,0,1997,0.0,98168,47.514,-122.316,1160,7800
11068,3.68888,3,1.5,1490,12186,1.0,0.0,0.0,4,7,1490,0,1950,0.0,98155,47.7739,-122.322,1180,14285
16775,2.3,3,1.5,1630,6625,1.0,0.0,0.0,5,7,980,650,1980,0.0,98023,47.29,-122.368,1440,7145
1418,17.0,4,3.75,3190,17186,2.0,1.0,4.0,3,10,3190,0,1999,0.0,98178,47.5115,-122.246,2290,13496
3925,4.05,3,2.25,1590,7267,1.0,0.0,0.0,4,7,1100,490,1976,0.0,98133,47.7457,-122.332,2060,8336
15428,1.95,4,1.5,2170,9948,2.0,0.0,0.0,3,7,2170,0,1952,0.0,98148,47.4263,-122.331,1500,9750
13884,2.23,3,1.0,940,7980,1.0,0.0,0.0,3,6,940,0,1961,0.0,98146,47.5107,-122.345,1050,7980
19189,3.25,4,1.75,1670,9500,1.0,0.0,0.0,3,7,1670,0,1976,0.0,98125,47.7254,-122.31,1620,9500
9215,5.29,3,1.75,1500,7367,1.0,0.0,0.0,3,8,1500,0,1974,0.0,98033,47.6722,-122.167,1920,7579
2189,6.05,5,2.25,3220,9603,2.0,0.0,0.0,3,8,3220,0,1972,0.0,98052,47.6474,-122.11,2260,10093
16432,7.65,4,2.5,4040,25752,2.0,0.0,0.0,3,10,4040,0,2000,0.0,98038,47.4579,-122.068,3230,22247
10428,3.75,4,2.5,2210,9427,2.0,0.0,0.0,3,7,2210,0,1999,0.0,98148,47.4323,-122.327,1770,8770
18147,6.6,3,2.25,2280,6150,2.0,0.0,2.0,3,8,2280,0,1984,0.0,98136,47.5423,-122.385,1920,6150
6447,7.85,4,2.5,3440,56192,2.0,0.0,0.0,3,9,3440,0,1994,0.0,98053,47.6969,-122.046,3150,44431
18299,8.35,3,2.5,2960,6856,2.0,0.0,0.0,3,10,2960,0,2009,0.0,98074,47.5906,-122.057,3320,6856
17170,5.6445,3,2.5,2710,6174,2.0,0.0,0.0,3,9,2710,0,1998,0.0,98056,47.512,-122.174,2730,7266
14633,13.8,5,3.5,3680,8680,2.0,0.0,0.0,3,9,3680,0,2003,0.0,98033,47.6575,-122.197,2020,8847
2279,7.75,4,2.5,2300,6158,2.0,0.0,0.0,3,9,2300,0,1999,0.0,98115,47.6943,-122.299,2170,6434
18810,6.11,3,1.0,1850,5000,1.5,0.0,0.0,3,7,1850,0,1922,0.0,98103,47.6727,-122.351,1850,5000
13982,1.9,2,2.5,1100,1737,2.0,0.0,0.0,3,8,1100,0,2006,0.0,98055,47.4499,-122.189,1610,2563
17565,4.15,3,2.25,1820,9694,1.0,0.0,0.0,3,7,1240,580,1977,0.0,98074,47.6157,-122.05,1820,9694
10212,5.35,4,1.0,1920,6480,1.5,0.0,0.0,3,7,1920,0,1920,0.0,98117,47.6897,-122.374,1600,6470
8773,8.25,4,2.5,2810,9800,1.0,0.0,0.0,4,8,1710,1100,1973,0.0,98006,47.5657,-122.149,2800,9800
18171,8.25,4,3.5,3620,6499,2.5,0.0,0.0,3,9,3620,0,2003,2009.0,98177,47.7326,-122.36,2330,7200
3488,7.9,4,3.0,3120,157875,2.0,0.0,0.0,4,8,3120,0,1977,0.0,98058,47.444,-122.187,1580,7050
17043,5.3,4,2.25,1980,15086,2.0,0.0,0.0,3,8,1980,0,1981,0.0,98074,47.647,-122.064,2100,10927
2274,2.8835,3,1.5,1860,7963,1.0,0.0,0.0,3,7,1200,660,1963,0.0,98188,47.4513,-122.268,1800,10400
13529,17.8,3,2.25,4320,19225,1.0,0.0,0.0,4,10,2160,2160,1972,0.0,98004,47.6368,-122.216,3430,18469
9888,5.9995,5,2.25,2680,13292,1.0,0.0,0.0,3,8,1340,1340,1976,0.0,98028,47.7422,-122.257,2220,13181
5428,17.4,5,3.25,3930,5500,2.0,0.0,0.0,3,9,2910,1020,2014,0.0,98033,47.6802,-122.208,2040,5115
305,7.25,3,1.75,1920,3300,1.0,0.0,0.0,4,8,960,960,1913,0.0,98112,47.6239,-122.298,1740,4000
1009,4.6,4,1.75,1750,5500,1.5,0.0,0.0,5,7,1050,700,1926,0.0,98117,47.6802,-122.388,1640,5500
15,6.5,4,3.0,2950,5000,2.0,0.0,3.0,3,9,1980,970,1979,0.0,98126,47.5714,-122.375,2140,4000
10547,5.16,3,3.0,2330,7304,1.0,0.0,0.0,3,9,1300,1030,1971,0.0,98005,47.5982,-122.172,2330,9518
5121,2.99,4,2.5,2400,6078,2.0,0.0,0.0,3,8,2400,0,2001,0.0,98001,47.2606,-122.285,2406,7642
17824,16.5,4,4.5,5550,16065,2.0,0.0,0.0,3,9,3880,1670,2003,0.0,98040,47.5455,-122.214,3470,16488
13263,9.05,4,2.75,2730,4268,2.0,0.0,1.0,3,9,2730,0,2009,0.0,98199,47.6397,-122.395,2340,5000
8804,5.8,5,2.0,2600,3750,1.5,0.0,0.0,4,6,1400,1200,1914,0.0,98105,47.6691,-122.299,1700,3750
16668,4.33,4,1.5,1550,5053,1.0,0.0,0.0,4,7,1180,370,1963,0.0,98118,47.5499,-122.274,1450,5639
3074,11.3,5,3.25,3080,13394,1.0,0.0,2.0,4,9,2230,630,1968,0.0,98033,47.6651,-122.19,2810,10720
5067,7.311,3,2.5,2060,8778,1.0,0.0,0.0,3,8,1160,900,1953,2010.0,98136,47.5245,-122.384,1990,7560
15521,10.5,4,3.5,3500,4000,2.0,0.0,0.0,3,10,2560,940,2000,0.0,98112,47.628,-122.299,1910,4000
14715,6.2,3,2.5,2480,9041,2.0,0.0,0.0,3,7,2480,0,2004,0.0,98053,47.6797,-122.035,2480,6500
16597,7.6725,4,3.0,2170,2500,2.0,0.0,0.0,3,8,1710,460,1997,0.0,98115,47.6742,-122.303,2170,4080
14663,4.7,4,2.25,2380,17199,2.0,0.0,0.0,3,8,1530,850,1979,0.0,98028,47.7668,-122.27,2280,11529
19088,4.0,3,1.0,1300,14138,1.0,0.0,0.0,4,7,1300,0,1943,0.0,98005,47.593,-122.165,2440,12196
1990,3.9995,4,2.5,3110,5868,2.0,0.0,0.0,3,8,3110,0,2001,0.0,98042,47.3781,-122.126,2950,5924
3395,4.495,4,2.0,2430,199940,1.0,0.0,0.0,3,8,1310,1120,1961,0.0,98038,47.4116,-122.029,2220,150282
12036,4.4,4,2.0,1450,8400,1.5,0.0,0.0,4,7,1450,0,1962,0.0,98034,47.7285,-122.24,1450,7440
20181,11.0,4,4.0,3770,8899,2.0,0.0,0.0,3,10,2940,830,2006,0.0,98074,47.6476,-122.079,3300,8308
7063,8.75,4,2.5,3230,256132,2.0,0.0,0.0,3,9,3230,0,2006,0.0,98053,47.6544,-121.998,3080,217800
10555,3.6,3,2.5,1480,3851,2.0,0.0,0.0,3,8,1480,0,1998,0.0,98072,47.7732,-122.163,1650,4716
10841,5.8,4,2.5,2840,6268,2.0,0.0,0.0,3,9,2840,0,1998,0.0,98028,47.7386,-122.235,2790,6526
5646,3.525,3,1.0,1000,4171,1.0,0.0,0.0,3,7,1000,0,1985,0.0,98052,47.6834,-122.097,1090,3479
4575,2.38,4,1.75,1650,6900,1.0,0.0,0.0,3,7,910,740,1978,1993.0,98002,47.2802,-122.211,1540,7645
21228,4.85,4,2.75,2790,7803,2.0,0.0,0.0,3,8,2790,0,2013,0.0,98045,47.4823,-121.772,2620,6178
12016,3.85,3,1.75,1340,3850,1.0,0.0,0.0,4,7,1340,0,1960,0.0,98125,47.7134,-122.292,1540,7645
18434,3.8495,3,1.0,1540,7740,1.0,0.0,0.0,4,7,1540,0,1909,0.0,98126,47.522,-122.375,1220,7740
8884,4.4,3,2.0,1800,10950,1.0,0.0,0.0,4,8,1800,0,1982,0.0,98006,47.557,-122.163,2400,11300
10785,4.0,2,1.75,1800,224769,1.0,0.0,0.0,3,7,1420,380,1950,2008.0,98038,47.4327,-122.06,1620,112384
29,7.19,4,2.5,2570,7173,2.0,0.0,0.0,3,8,2570,0,2005,0.0,98052,47.7073,-122.11,2630,6026
15536,3.3995,4,2.25,2670,9040,1.0,0.0,0.0,3,8,2170,0,1955,0.0,98148,47.4666,-122.326,1880,2648
3099,1.9,3,1.75,1100,9452,1.0,0.0,0.0,3,6,1100,0,1942,0.0,98146,47.4864,-122.337,1350,9452
7806,14.5,4,3.25,3100,3900,2.0,0.0,2.0,5,9,2090,500,1923,0.0,98109,47.6385,-122.348,2110,3900
20210,5.85,4,2.5,2430,4747,2.0,0.0,0.0,3,8,2430,0,2008,0.0,98027,47.5285,-122.031,1930,7200
18937,3.09,3,2.25,1980,8755,1.0,0.0,0.0,4,7,1300,680,1963,0.0,98198,47.3922,-122.321,2030,8671
17874,6.25,3,2.5,2360,12164,2.0,0.0,0.0,3,10,2360,0,1987,0.0,98029,47.5596,-122.022,2400,11260
9862,7.2,4,2.25,2530,5200,1.0,0.0,1.0,4,8,1530,1000,1957,0.0,98117,47.6985,-122.382,2240,5200
8058,2.875,3,2.25,2030,8690,1.0,0.0,0.0,4,8,1360,670,1986,0.0,98023,47.3185,-122.391,1720,8800
8550,5.064,3,2.5,2100,9040,1.0,0.0,0.0,3,8,1700,400,1989,0.0,98056,47.5329,-122.173,2430,8809
706,4.4,3,1.75,1530,7245,1.0,0.0,0.0,4,7,1530,0,1984,0.0,98034,47.731,-122.191,1530,7490
6496,3.09212,3,1.75,1150,9600,1.0,0.0,0.0,3,7,1150,0,1979,0.0,98045,47.4434,-121.774,1520,9976
5764,14.6,4,3.5,4200,14353,2.0,0.0,2.0,3,12,3640,560,1996,0.0,98040,47.5331,-122.217,3750,16316
16577,6.2,4,2.5,2500,8282,2.0,0.0,0.0,3,9,2500,0,2013,0.0,98056,47.5127,-122.169,2500,8046
13145,3.15275,3,1.75,1440,8040,1.0,0.0,0.0,3,7,960,480,1951,0.0,98125,47.7128,-122.306,1500,8040
19830,3.59,3,2.25,1950,1968,2.0,0.0,0.0,4,7,1160,790,1979,0.0,98056,47.5179,-122.195,1950,1968
11712,3.06,3,1.75,1980,9800,1.0,0.0,0.0,3,7,1980,0,1991,0.0,98030,47.3745,-122.224,1630,7650
11315,3.13,3,1.5,1550,7260,1.5,0.0,0.0,2,6,1550,0,1925,0.0,98166,47.4693,-122.349,1190,7620
2045,5.28,4,1.75,1860,9750,1.0,0.0,0.0,3,7,1460,400,1969,0.0,98034,47.7097,-122.202,1900,8913
6688,5.0999,3,2.0,1440,4859,2.0,0.0,0.0,2,6,1440,0,1921,0.0,98118,47.5503,-122.285,1360,4558
20943,4.07,4,2.5,2927,6000,2.0,0.0,0.0,3,7,2927,0,2011,0.0,98042,47.3737,-122.16,2533,6000
14443,7.65,3,2.5,2310,11993,2.0,0.0,0.0,3,9,2310,0,1988,0.0,98006,47.5438,-122.139,2830,10031
15194,1.55,3,1.5,970,8400,1.0,0.0,0.0,3,7,970,0,1966,0.0,98003,47.3284,-122.331,1230,8400
963,6.3,4,2.5,2740,43101,2.0,0.0,0.0,3,9,2740,0,1993,0.0,98077,47.7649,-122.049,2740,33447
19916,8.2,4,2.5,3170,3862,3.0,0.0,0.0,3,8,3170,0,2008,0.0,98034,47.6705,-122.145,2840,4181
904,5.3,3,1.75,1250,6041,1.5,0.0,0.0,5,7,1250,0,1942,0.0,98115,47.69,-122.304,1180,6042
16537,1.99988,2,1.0,860,5000,1.0,0.0,0.0,3,7,860,0,1949,0.0,98178,47.5005,-122.267,1130,6000
6497,2.1995,3,2.25,1500,7615,1.0,0.0,0.0,3,7,1150,350,1984,0.0,98023,47.3146,-122.351,1540,8649
18711,7.07,5,4.5,3540,21217,2.0,0.0,0.0,4,8,2940,600,1926,0.0,98188,47.4274,-122.28,1290,12040
15988,4.5,4,2.5,2450,20348,1.0,0.0,0.0,3,8,1410,1040,1978,0.0,98075,47.5887,-122.064,2450,50094
19642,8.39704,4,3.25,2950,4161,2.0,0.0,0.0,3,10,2210,740,2014,0.0,98027,47.5297,-122.073,2790,3693
1526,5.55,5,2.5,2090,8712,1.0,0.0,0.0,3,8,1420,670,1966,0.0,98008,47.5968,-122.127,2490,8712
7205,2.435,4,2.5,2300,15188,2.0,0.0,0.0,4,7,2300,0,1966,0.0,98042,47.3683,-122.164,1820,10125
20197,3.8,3,3.25,1450,1468,2.0,0.0,0.0,3,8,1100,350,2009,0.0,98126,47.5664,-122.37,1450,1478
16829,3.79,3,2.5,1500,7420,1.0,0.0,0.0,3,7,1000,500,1972,0.0,98034,47.7236,-122.174,1840,7272
999,7.0,4,2.0,1830,4590,2.0,0.0,0.0,3,8,1830,0,1908,0.0,98105,47.6593,-122.327,1650,4590
18218,5.81,4,1.0,1630,2566,1.5,0.0,0.0,3,7,1630,0,1921,0.0,98122,47.6183,-122.3,1220,2314
4395,11.5,4,3.25,4400,262666,2.0,0.0,0.0,3,11,4400,0,1988,0.0,98075,47.5927,-122.064,3240,9791
8346,7.75,3,2.5,2480,5007,2.0,0.0,0.0,3,8,1960,520,2014,0.0,98117,47.6974,-122.369,1650,7806
14862,9.1,4,3.25,3340,10890,1.5,0.0,0.0,3,9,2240,1100,1963,2000.0,98052,47.6677,-122.136,2880,9794
14325,1.685,3,1.0,1100,10125,1.0,0.0,0.0,3,7,1100,0,1969,0.0,98042,47.367,-122.107,1570,10650
6315,3.55,5,2.5,2344,8000,1.0,0.0,0.0,4,8,1560,784,1976,0.0,98023,47.3185,-122.377,2344,8000
484,13.9,4,3.25,4860,181319,2.5,0.0,0.0,3,9,4860,0,1993,0.0,98074,47.6179,-122.005,3850,181319
9149,8.25,4,2.5,2560,4000,2.0,0.0,0.0,5,8,1610,950,1929,0.0,98117,47.6885,-122.386,1760,4000
9832,2.25,4,1.0,1150,6000,1.5,0.0,0.0,3,6,1150,0,1907,0.0,98118,47.562,-122.283,840,3030
14681,3.8095,2,1.0,1430,7819,1.0,0.0,0.0,3,7,1110,320,1944,0.0,98125,47.7307,-122.302,1380,7473
15742,5.25,3,2.25,1750,1879,3.0,0.0,0.0,3,8,1750,0,2001,0.0,98107,47.6722,-122.391,1750,3155
18361,9.525,4,1.5,2550,5055,2.0,0.0,0.0,4,10,2550,0,1910,0.0,98112,47.636,-122.301,1970,4431
6177,4.71,4,1.75,1760,5750,1.0,0.0,2.0,5,7,1070,690,1962,0.0,98126,47.5521,-122.373,1860,5750
19103,3.53,2,1.0,860,8511,1.0,0.0,0.0,3,7,860,0,1949,0.0,98125,47.7312,-122.3,1554,8499
